lemma	freq	distance	eligible	proper	concreteness	out_deg	in_deg
antigenic	3	NA	1	0		0	0
antihistamine	1	NA	1	0	3.68	0	0
antimalarial	1	NA	1	0		0	0
antimicrobial	3	NA	1	0		0	0
antiobiotics	1	NA	1	0		0	0
antioxidant	13	NA	1	0	3.59	0	0
antipyretic	2	NA	1	1		0	0
antiquarian	1	NA	1	0		0	0
antiquity	4	NA	1	0	2.13	0	0
antiretroviral	4	NA	1	0		0	0
antirrhinum	1	NA	1	0		0	0
antisocial	17	NA	1	0	1.86	0	0
antivenom	1	NA	1	0		0	0
antiviral	8	NA	1	0	3.17	0	0
antoine	1	NA	1	0		0	0
antonio	4	NA	1	1		0	0
antony	1	NA	1	0		0	0
anura	4	NA	1	1		0	0
anus	17	1	1	0	4.86	2	1
anvil	1	NA	1	0	4.96	0	0
anxiety	12	NA	1	0	2.21	0	0
anxious	4	NA	1	0	1.68	0	0
anybody	16	0	0	0	2.67	0	0
anymore	10	0	1	0	2.04	0	0
anyone	55	0	0	0	2.70	0	0
anyones	1	NA	1	0		0	0
anything	96	0	0	0	1.38	0	0
anyway	2	0	0	0	1.68	0	0
anywhere	25	0	0	0	2.21	0	0
anza	1	NA	1	0		0	0
aol	3	NA	1	1		0	0
aorta	9	1	1	0	4.61	2	1
aortic	1	NA	1	0		0	0
apache	8	NA	1	1	3.88	0	0
apart	48	NA	1	0	3.15	0	0
apartheid	10	NA	1	0		0	0
apartment	23	0	1	0	4.90	0	0
apc	24	NA	1	1		0	0
ape	43	NA	1	0	4.79	0	0
aperture	2	NA	1	0		0	0
apex	7	NA	1	0	3.41	0	0
aphid	2	NA	1	0	4.76	0	0
aphotic	7	NA	1	0		0	0
apical	7	NA	1	0		0	0
aplacophora	2	NA	1	1		0	0
apoda	4	NA	1	1		0	0
apollo	9	NA	1	1		0	0
apologize	5	NA	1	0	2.63	0	0
apology	2	NA	1	0	2.86	0	0
apoptosis	7	1	1	0		1	0
apostolic	3	NA	1	1	2.26	0	0
apoyeque	2	3	1	1		1	0
app	24	NA	1	0	3.86	0	1
appalling	4	NA	1	0	2.03	0	0
apparatus	18	NA	1	0	3.78	1	1
apparent	12	NA	1	0	1.73	0	0
apparently	12	NA	1	0	1.75	0	0
appeal	29	NA	1	0	1.73	0	0
appear	163	NA	1	0	3.13	0	0
appearance	48	NA	1	0	2.57	0	2
appearing	7	NA	1	0		0	0
appendage	16	NA	1	0	4.26	0	2
appendicular	6	NA	1	0		0	0
appendix	4	NA	1	0	4.25	0	0
appetite	10	NA	1	0	2.74	0	0
apple	122	1	1	1	5.00	2	0
appleby	1	NA	1	0		0	0
appliance	1	NA	1	0	4.57	0	0
applicability	3	NA	1	0	1.69	0	0
applicable	1	NA	1	0	2.30	0	0
applicant	12	NA	1	0	4.00	0	0
application	70	NA	1	0	3.40	0	1
apply	96	NA	1	0	2.50	0	1
appoint	8	NA	1	0	2.24	0	0
appointment	6	NA	1	0	3.00	1	0
appreciate	14	0	1	0	2.23	0	0
appreciation	2	NA	1	0	1.63	0	0
appreciative	1	NA	1	0	1.93	0	0
apprentice	3	NA	1	0	3.67	0	0
apprenticeship	1	NA	1	0	2.70	0	0
approach	70	NA	1	0	2.74	0	0
approaching	3	NA	1	0	2.63	0	0
appropriate	24	NA	1	0	2.00	0	0
appropriately	4	NA	1	0	1.79	0	0
approval	9	NA	1	0	2.33	0	1
approve	20	NA	1	0	1.85	0	0
approximate	3	NA	1	0	2.03	0	0
approximately	60	NA	1	0	2.54	0	0
apps	28	NA	1	0		1	0
april	37	0	1	1	3.33	1	0
apt	1	NA	1	0	1.78	0	0
aptitude	1	NA	1	0	1.54	0	0
aptly	1	NA	1	0	1.66	0	0
aquaculture	3	NA	1	0	2.64	0	0
aquarium	26	NA	1	0	4.77	0	0
aquatic	75	NA	1	0	3.44	0	0
aqueous	7	NA	1	0		0	0
aquifer	5	NA	1	0	4.04	0	0
arab	2	NA	1	1		0	0
arabia	8	NA	1	1		1	0
arabian	3	NA	1	1		0	0
arabidopsis	1	NA	1	0		0	0
arable	3	NA	1	0		0	0
arachidic	1	NA	1	0		0	0
arachis	1	NA	1	0		0	0
arachnid	4	NA	1	0	4.65	0	0
arachnoid	3	NA	1	0		0	0
aragonite	1	NA	1	0		0	0
arbitrary	3	NA	1	0	1.62	0	0
arboreal	3	NA	1	0		0	0
arbuscles	1	NA	1	0		0	0
arbuscular	1	NA	1	0		0	0
arc	1	NA	1	0	4.14	0	0
arcane	1	NA	1	0		0	0
arch	4	NA	1	0	4.59	0	0
archaea	49	NA	1	1		1	1
archaeal	4	NA	1	0		0	0
archaean	1	NA	1	0		0	0
archaeological	3	NA	1	0	2.67	0	0
archaeologist	3	NA	1	0	4.45	0	0
archaeology	4	NA	1	0	3.08	0	0
archaeplastida	2	1	1	0		1	0
archaic	1	NA	1	0	2.23	0	0
archbishop	12	NA	1	1	4.14	0	0
archea	2	NA	1	0		0	0
archean	1	NA	1	0		0	0
archegonium	2	NA	1	0		0	0
archer	5	NA	1	1	3.90	0	0
archetype	2	NA	1	0		0	0
archimedes	3	NA	1	1		1	0
archipelago	6	NA	1	0	3.96	0	0
architect	22	NA	1	0	3.74	0	1
architecture	3	NA	1	0	3.59	0	0
archive	4	NA	1	0	3.58	0	0
archives	4	NA	1	0	3.93	0	0
arctic	47	NA	1	1	3.00	0	0
ardent	1	NA	1	0	1.64	0	0
area	359	0	1	0	3.72	1	5
aren	18	0	1	0		0	0
arent	9	NA	1	0		0	0
argentina	6	NA	1	0		0	0
argentinian	6	NA	1	1		0	0
argon	2	NA	1	0	3.20	0	0
arguably	4	NA	1	0	1.79	0	0
argue	52	NA	1	0	2.75	0	0
arguing	3	NA	1	0		0	0
argument	23	NA	1	0	2.85	0	0
arianna	5	NA	1	1		0	0
arid	4	NA	1	0	2.96	0	0
arif	4	NA	1	0		0	0
arise	43	NA	1	0	3.17	0	0
aristos	1	NA	1	0		0	0
arithmetic	3	NA	1	0	2.74	0	0
arizona	3	NA	1	0		0	0
arkansas	1	NA	1	0		0	0
arm	25	NA	1	0	4.96	0	0
armenia	3	NA	1	1		0	0
armillaria	1	NA	1	0		0	0
armor	5	NA	1	0	4.76	0	0
armour	6	NA	1	0		0	0
armoury	1	NA	1	0		0	0
armpit	2	NA	1	0	4.80	0	0
arms	31	NA	1	0	4.97	0	0
army	23	0	1	0	4.70	0	0
arnaud	3	NA	1	1		0	0
arney	3	NA	1	1		0	0
arnold	7	NA	1	1		0	0
aromatic	3	NA	1	0	3.04	0	0
around	535	0	0	0	1.96	0	0
arousal	3	NA	1	0	2.83	0	1
arraes	4	NA	1	1		1	0
arrange	22	NA	1	0	2.79	0	0
arrangement	28	NA	1	0	2.30	0	2
arranging	1	NA	1	0		0	0
array	10	NA	1	0	2.54	0	0
arrector	1	NA	1	0		0	0
arrest	54	NA	1	0	3.93	1	0
arrival	13	NA	1	0	3.07	0	0
arrive	76	NA	1	0	3.22	0	0
arrow	5	NA	1	0	4.97	0	0
arsenal	1	NA	1	0	3.86	0	0
arsenic	1	NA	1	0	4.29	0	0
arson	2	NA	1	0	3.66	0	0
art	61	NA	1	0	4.17	0	1
artefact	3	NA	1	0		0	0
artemisia	1	NA	1	0		0	0
arteriole	2	NA	1	0		1	1
artery	27	NA	1	0	4.48	1	1
arthritis	6	NA	1	0	3.50	0	0
arthrobotrys	1	NA	1	0		0	0
arthrogram	2	NA	1	0		0	0
arthrography	1	NA	1	0		1	0
arthrophyta	2	NA	1	1		0	0
arthropod	23	NA	1	0		1	0
arthropoda	8	NA	1	1		1	0
arthur	1	NA	1	0		0	0
arti	3	NA	1	0		0	0
article	28	NA	1	0	4.33	0	0
articulate	3	NA	1	0	2.20	0	0
articulation	1	NA	1	0	2.65	0	0
artifact	2	NA	1	0	4.50	0	0
artificial	19	NA	1	0	2.93	0	0
artificially	10	NA	1	0	1.81	0	0
artillery	1	NA	1	0	4.31	0	0
artist	112	1	1	0	4.24	1	3
artistic	2	NA	1	0	2.14	0	0
artistically	1	NA	1	0	2.13	0	0
arts	19	NA	1	0	3.75	0	0
artwork	20	NA	1	0	4.42	0	2
arvind	3	NA	1	1		0	0
ascending	2	NA	1	0	2.66	0	0
ascent	6	NA	1	0	2.61	0	0
ascertain	2	NA	1	0	2.11	0	0
ascetic	4	NA	1	0		0	1
ascomycete	1	NA	1	0		0	1
ascomycota	5	NA	1	1		0	0
ascot	1	NA	1	0	4.32	0	0
ascribe	1	NA	1	0	2.44	0	0
ascus	1	3	1	0		1	0
asda	1	NA	1	0		0	0
asexual	48	NA	1	0	2.43	0	0
asexually	11	NA	1	0	2.08	0	0
ash	28	NA	1	0	4.96	0	0
ashamed	6	NA	1	0	1.74	0	0
ashley	6	NA	1	1		0	0
ashraf	1	NA	1	0		0	0
asia	52	NA	1	1		0	0
asiaas	1	NA	1	0		0	0
asian	22	0	1	1		0	0
asiatic	1	NA	1	0		0	0
aside	14	NA	1	0	2.21	0	0
ask	209	0	1	0	2.52	0	0
asking	51	0	1	0		0	0
asleep	6	NA	1	0	3.71	0	0
aspartic	1	NA	1	0		0	0
aspect	32	NA	1	0	1.82	0	1
aspergillus	2	NA	1	1		0	0
asphalt	2	NA	1	0	4.83	0	0
aspinall	5	NA	1	1		0	0
aspinalls	1	NA	1	0		0	0
aspirational	3	NA	1	0		0	0
aspire	1	NA	1	0	1.53	0	0
aspirin	3	NA	1	0	4.76	0	0
assad	5	NA	1	1		0	0
assads	1	NA	1	0		0	0
assault	11	NA	1	0	3.41	0	0
assemblage	1	NA	1	0	3.00	0	0
assemble	16	NA	1	0	3.67	0	0
assembling	1	NA	1	0		0	0
assembly	11	NA	1	0	3.79	0	0
assert	2	NA	1	0	2.03	0	0
assertion	1	NA	1	0	2.20	0	0
assess	23	NA	1	0	2.26	0	0
assessment	14	NA	1	0	2.11	0	0
asset	4	NA	1	0	2.92	0	0
assets	9	NA	1	0	3.52	0	0
assign	10	NA	1	0	2.86	0	0
assigning	1	NA	1	0		0	0
assignment	8	NA	1	0	3.86	0	0
assist	13	NA	1	0	2.52	0	0
assistance	12	NA	1	0	2.25	0	0
assistant	6	NA	1	0	4.07	0	0
associate	110	NA	1	0	3.41	0	1
association	89	NA	1	1	2.30	0	3
assort	4	NA	1	0	2.33	0	0
assortment	15	0	1	0	2.50	0	0
assume	27	NA	1	0	1.75	0	0
assumption	6	NA	1	0	1.84	0	0
assurance	5	NA	1	0	1.76	0	0
assure	10	NA	1	0	2.43	0	0
asteroid	6	NA	1	0	4.86	0	0
asteroidea	3	NA	1	1		0	0
asthma	3	NA	1	0	3.71	0	0
astonish	6	NA	1	0	1.70	0	0
astound	1	NA	1	0	1.93	0	0
astrocyte	1	NA	1	0		0	0
astronaut	48	NA	1	0	4.75	0	1
astronomer	4	NA	1	0	4.27	0	0
astronomic	1	NA	1	0	2.53	0	0
astronomy	11	NA	1	0	3.03	0	0
astrophysicist	5	0	1	0	4.07	0	1
astrotourism	8	NA	1	0		0	0
astrovillage	5	NA	1	0		1	0
asu	1	NA	1	0		0	0
asylum	11	NA	1	0	4.41	0	0
asymmetric	1	NA	1	0	3.50	0	0
asymmetrical	6	NA	1	0	3.21	0	0
atari	1	NA	1	0		0	0
ate	13	NA	1	0	3.74	0	0
atelopus	2	NA	1	1		0	0
ath	2	NA	1	0		0	0
atheist	1	NA	1	0	2.93	0	0
athenian	1	NA	1	0		0	0
athens	22	NA	1	1		0	0
athlete	15	NA	1	0	4.30	0	0
atif	2	NA	1	1		0	0
atlantic	22	NA	1	1	3.26	0	0
atlas	40	0	1	0	4.79	1	0
atm	35	NA	1	1		0	0
atminventor	3	NA	1	1		0	0
atmosphere	118	2	1	0	3.04	1	1
atmospheric	14	NA	1	0	2.90	0	0
atoll	4	NA	1	0		0	0
atom	136	2	1	0	3.34	3	6
atomic	18	NA	1	0	2.93	0	0
atp	121	1	1	1		2	2
atratus	1	NA	1	0		0	0
atrial	2	NA	1	0		0	0
atrium	19	NA	1	0	4.72	0	0
atrocious	1	NA	1	0	1.69	0	0
atrocity	2	NA	1	0	2.15	0	0
atropa	1	NA	1	0		0	0
atrophy	1	NA	1	0	2.86	0	0
atropine	2	NA	1	1		0	0
attach	102	NA	1	0	3.33	0	1
attache	13	NA	1	0		0	1
attachment	21	NA	1	0	3.04	1	0
attack	119	0	1	0	3.71	0	0
attacker	3	NA	1	0	4.04	0	0
attain	5	NA	1	0	2.18	0	0
attempt	68	NA	1	0	2.22	0	0
attenborough	3	NA	1	1		0	0
attend	23	NA	1	0	3.17	0	0
attendance	15	NA	1	0	3.07	0	0
attendant	4	NA	1	0	4.44	0	0
attending	3	NA	1	0		0	0
attention	58	0	1	0	2.30	0	1
attenuate	1	NA	1	0		0	0
attenuation	2	NA	1	0		1	0
attered	1	NA	1	0		0	0
attic	1	NA	1	0	4.53	0	0
attitude	18	NA	1	0	1.97	0	1
attorney	5	NA	1	1	4.52	0	0
attract	73	NA	1	0	2.73	0	0
attraction	37	NA	1	0	2.24	1	3
attractive	7	NA	1	0	2.64	0	0
attribute	10	NA	1	0	2.33	0	1
attribution	7	NA	1	0	2.04	0	0
atwood	8	NA	1	1		0	0
atwoods	1	NA	1	0		0	0
atypical	1	NA	1	0	1.93	0	0
atzamis	3	NA	1	1		0	0
aubergine	3	NA	1	0		0	0
aubrey	3	NA	1	1		0	0
auckland	2	NA	1	0		0	0
auction	28	NA	1	0	3.93	0	0
auctioneer	2	NA	1	0	4.55	0	0
audacious	2	NA	1	0	1.63	0	0
audi	3	NA	1	1		0	0
audible	3	NA	1	0	3.23	0	0
audience	41	NA	1	0	4.29	0	0
audio	6	NA	1	0	3.50	0	0
audis	3	1	1	0		1	0
audit	1	NA	1	0	3.15	0	0
auditor	3	NA	1	0	3.38	0	0
auditorium	3	NA	1	0	4.70	0	1
auditory	5	NA	1	0	3.07	0	0
aug	5	NA	1	1		0	1
augment	4	NA	1	0	2.81	0	0
augsburg	1	NA	1	0		0	0
august	36	1	1	1	3.04	1	0
augustinian	1	NA	1	0		0	0
aunt	3	NA	1	0	4.17	0	0
aur	1	NA	1	0		0	0
aurelia	4	NA	1	0		0	0
aureus	13	NA	1	0		0	0
aurora	3	NA	1	1	3.48	0	0
austen	3	NA	1	1		0	0
austerity	9	NA	1	0	1.38	0	0
austin	6	NA	1	1		0	0
australasia	1	NA	1	0		0	0
australia	98	NA	1	1		0	1
australian	18	NA	1	1		0	0
austria	12	NA	1	1		0	0
austrian	9	0	1	1		0	0
austro	2	NA	1	0		0	0
authentic	1	NA	1	0	2.31	0	0
authenticity	2	NA	1	0	1.74	0	0
author	89	NA	1	0	4.26	0	3
authoritative	3	NA	1	0	1.68	0	0
authorities	43	0	1	0		0	0
authority	19	NA	1	1	2.34	0	0
authorize	2	NA	1	0	2.22	0	0
autism	36	NA	1	0	2.69	1	0
autistic	4	NA	1	0	2.89	0	0
auto	4	NA	1	0	4.00	0	0
autoantibody	3	2	1	0		1	0
autoimmune	6	NA	1	0	2.64	0	0
autoimmunity	8	NA	1	0		1	0
automate	12	NA	1	0	2.71	0	0
automatic	13	NA	1	0	2.82	0	0
automatically	5	NA	1	0	2.03	0	0
automation	7	NA	1	0	2.48	0	0
automobile	4	NA	1	1	4.96	0	0
automotive	3	NA	1	0	4.19	0	0
autonomic	12	NA	1	0		0	0
autonomous	2	NA	1	0	2.00	0	0
autonomously	2	NA	1	0	2.35	0	0
autopolyploid	2	NA	1	0		0	0
autopolyploidy	3	NA	1	0		1	0
autopsy	31	0	1	0	4.29	0	0
autosomal	2	NA	1	0		0	0
autosome	5	NA	1	0		1	0
autotroph	27	NA	1	0		1	1
autotrophic	3	NA	1	0		0	0
autumn	18	0	1	0	3.27	0	0
auvergne	1	NA	1	0		0	0
ava	1	NA	1	0		0	0
avail	1	NA	1	0	1.33	0	0
availability	13	NA	1	0	2.32	0	0
available	99	NA	1	0	2.11	0	0
avante	1	NA	1	0		0	0
aventador	3	NA	1	1		0	0
avenue	23	1	1	0	4.00	1	0
average	186	NA	1	0	2.40	0	0
averse	1	NA	1	0		0	0
aversive	1	NA	1	0		0	0
avert	3	NA	1	0	2.41	0	0
aves	1	NA	1	0		0	0
avian	1	NA	1	0		0	0
aviation	3	NA	1	1	3.39	0	0
avie	3	NA	1	0		0	0
avocado	1	NA	1	0	4.89	0	0
avoid	86	NA	1	0	2.41	0	0
avoidable	1	NA	1	0	1.79	0	0
avoidably	1	NA	1	0	1.57	0	0
avoidance	11	NA	1	0	1.86	0	0
avon	4	NA	1	1		0	0
avoured	2	NA	1	0		0	0
avours	2	NA	1	0		0	0
await	2	NA	1	0	1.54	0	0
awake	2	NA	1	0	3.32	0	0
awaken	10	NA	1	1	3.45	0	0
awan	3	1	1	1		1	0
award	40	NA	1	0	4.14	0	0
aware	20	NA	1	0	2.00	0	0
awareness	9	NA	1	0	1.84	0	0
away	215	0	1	0	2.23	0	0
awe	4	NA	1	0	1.89	0	0
awesome	8	NA	1	0	1.83	0	0
awful	3	NA	1	0	1.92	0	0
awry	1	NA	1	0	2.10	0	0
axani	38	NA	1	1		0	0
axanis	1	NA	1	0		0	0
axe	4	NA	1	0	5.00	0	0
axial	12	NA	1	0		0	0
axillary	2	NA	1	0		0	0
axis	8	NA	1	0	3.57	0	0
axon	28	NA	1	0		1	1
axydridis	1	NA	1	0		0	0
aylett	3	NA	1	1		0	0
azarenka	3	NA	1	1		0	0
azim	3	NA	1	1		0	0
azotobacter	1	NA	1	0		0	0
azt	1	NA	1	0		0	0
ba	3	NA	1	1		0	0
baath	1	NA	1	0		0	0
baburam	3	NA	1	1		0	0
baby	82	0	1	0	5.00	1	0
babyklar	6	NA	1	1		0	0
babylonian	1	NA	1	0		0	0
babysit	1	NA	1	0	3.45	0	0
bachelor	3	NA	1	0	4.32	0	0
bacillus	4	NA	1	0		0	0
back	325	0	0	0	4.33	0	0
backbone	17	NA	1	0	4.19	1	2
backdrop	3	NA	1	0	4.48	0	0
backer	3	NA	1	0	2.80	0	0
backfire	1	NA	1	0	2.86	0	0
backflow	2	NA	1	0	3.04	0	0
background	36	NA	1	0	3.26	0	1
backing	2	NA	0	0	2.85	0	0
backlash	2	NA	1	0	1.85	0	0
backpack	5	NA	1	0	4.96	0	0
backroom	3	NA	1	0	4.50	0	0
backup	5	NA	1	0	3.20	0	0
backward	3	NA	1	0	3.41	0	0
backyard	1	NA	1	0	4.57	0	0
bacon	4	NA	1	1	4.90	0	0
bacp	2	NA	1	1		0	0
bacteria	311	1	1	0	4.14	2	1
bacterial	60	0	1	0	3.54	0	0
bacteriophage	6	NA	1	0		0	0
bacterium	35	NA	1	0	3.69	0	0
bacteroides	1	NA	1	0		0	0
bad	107	0	1	0	1.68	0	0
badge	2	NA	1	0	4.93	0	0
badger	2	NA	1	0	4.37	0	0
badly	16	NA	1	0	1.93	0	0
baelo	1	NA	1	0		0	0
baffin	4	NA	1	1		0	0
bag	31	0	1	0	4.90	0	1
bagayoko	3	NA	1	1		0	0
baggage	2	NA	1	0	4.43	0	0
baghdad	5	1	1	1		1	0
bahamas	3	NA	1	1		0	0
bahamian	1	NA	1	0		0	0
bahrat	3	NA	1	1		0	0
bail	5	NA	1	0	3.86	0	0
baile	5	NA	1	0		0	0
baillie	1	NA	1	0		0	0
baird	3	NA	1	1		0	0
bait	3	NA	1	0	4.45	0	0
bake	10	NA	1	0	4.21	0	0
baker	4	NA	1	1	4.71	1	0
baking	2	NA	1	0	4.10	0	0
bal	2	NA	1	0		0	0
balance	65	NA	1	0	2.89	1	0
balancing	2	NA	1	0	3.17	0	0
balaraman	9	NA	1	1		0	0
balcony	3	NA	1	0	4.68	0	0
bald	1	NA	1	0	4.69	0	0
baldey	3	NA	1	1		0	0
baleen	1	NA	1	0		0	0
bali	3	NA	1	1		0	0
ball	29	0	1	0	5.00	1	0
ballad	1	NA	1	0	3.88	0	0
ballantine	1	NA	1	0		0	0
ballast	4	NA	1	0	3.14	0	0
ballistic	1	NA	1	0	2.61	0	0
balloon	27	NA	1	0	4.92	0	0
ballot	2	NA	1	0	4.73	0	0
baltic	5	NA	1	1		0	0
baltimore	2	NA	1	1		0	0
baluchistan	3	NA	1	1		0	0
balustrade	1	NA	1	0		0	0
ban	93	NA	1	0	2.37	0	0
banana	7	NA	1	0	5.00	0	0
band	34	NA	1	0	4.68	1	1
bandicoot	2	NA	1	0		0	0
banding	5	NA	1	0	3.15	0	0
bangladesh	31	NA	1	1		0	0
bangladeshi	6	NA	1	1		0	0
bangui	2	NA	1	1		0	0
bank	82	0	1	0	4.78	0	0
banker	2	NA	1	0	4.43	0	0
banking	8	NA	1	0	3.55	0	0
banknote	22	NA	1	0	4.88	0	0
bankroll	1	NA	1	0	3.75	0	0
banks	55	1	1	0		1	0
banksy	15	0	1	1		0	0
banksys	4	0	1	1		0	0
banky	1	NA	1	0		0	0
banner	8	0	1	0	4.80	0	0
banning	5	NA	1	0	2.28	0	0
baptist	1	NA	1	0		0	0
baptiste	1	NA	1	0		0	0
bar	66	0	1	0	4.67	0	0
barack	31	NA	1	1		0	0
barb	3	NA	1	0	4.52	0	0
barba	12	NA	1	1		0	0
barbara	10	NA	1	1		0	0
barbecue	4	NA	1	0	4.52	0	0
barber	2	NA	1	0	4.59	0	0
barcelona	11	NA	1	1		0	0
bard	3	NA	1	0		0	0
bardiya	3	NA	1	1		0	0
bare	10	NA	1	0	3.21	0	0
barely	9	NA	1	0	1.71	0	0
bargain	11	NA	1	0	2.59	0	0
bark	6	NA	1	0	4.52	0	0
barley	2	NA	1	0	4.59	0	0
barnacle	2	NA	1	0	4.92	0	0
barnett	5	NA	1	1		0	0
baron	7	0	1	0	4.14	0	0
baroudi	3	NA	1	1		0	0
barr	2	NA	1	1		0	0
barrels	8	0	1	0		0	0
barren	2	NA	1	0	3.20	0	0
barrier	35	NA	1	0	4.41	0	2
barrio	1	NA	1	0		0	0
barron	17	NA	1	0		0	0
barrons	1	NA	1	0		0	0
barry	7	NA	1	1		0	0
bars	19	NA	1	0		0	1
bartender	2	NA	1	0	4.82	0	0
barter	1	NA	1	0	2.96	0	0
bartho	3	NA	1	0		0	0
barton	2	NA	1	1		0	0
barzun	3	NA	1	1		0	0
basal	9	NA	1	0		0	0
basalt	5	1	1	0		1	0
bascicity	1	NA	1	0		0	0
base	301	NA	1	0	3.86	0	0
baseball	1	NA	1	0	4.86	0	0
baseline	3	NA	1	0	2.86	0	0
basement	3	NA	1	0	4.89	0	0
basford	13	NA	1	1		0	0
basfords	2	NA	1	0		0	0
bashar	3	NA	1	1		0	0
basic	135	NA	1	0	2.26	0	0
basically	12	NA	1	0	1.32	0	0
basicity	1	NA	1	0		0	0
basics	4	NA	1	0	2.27	0	0
basidiomycota	6	NA	1	1		0	0
basidium	1	NA	1	0		0	0
basilica	3	NA	1	1		0	0
basin	10	NA	1	0	4.63	0	0
basis	58	NA	1	0	1.83	0	0
bask	1	NA	1	0	3.03	0	0
basket	4	NA	1	0	5.00	0	0
bass	2	NA	1	0	4.31	0	0
bassiana	1	NA	1	0		1	0
bastion	3	NA	1	1		0	0
bat	29	NA	1	0	5.00	0	0
batch	4	NA	1	0	3.80	0	0
bath	1	NA	1	0	4.85	0	0
bathe	11	NA	1	0	4.19	0	0
bathing	4	NA	1	0	4.07	0	0
bathroom	3	NA	1	0	4.52	0	0
bathtub	2	NA	1	0	4.92	0	0
batista	3	NA	1	1		1	0
batrachochytrium	2	NA	1	1		0	0
batter	1	NA	1	0	4.41	0	0
battery	35	NA	1	0	4.67	0	1
battle	48	NA	1	0	4.00	0	0
battlefield	1	NA	1	0	4.54	0	0
bauble	1	NA	1	0	3.23	0	0
baumgartner	63	0	1	1		0	0
baumgartners	2	NA	1	0		0	0
baur	3	NA	1	1		0	0
bavaria	1	NA	1	0		0	0
bay	42	1	1	1	4.81	2	0
bayad	1	NA	1	0		0	0
bayen	1	NA	1	0		0	0
baylis	1	NA	1	0		0	0
baywatch	3	NA	1	1		0	0
bazaar	5	NA	1	1	3.63	0	0
bbc	15	0	1	1		0	0
bbcs	1	NA	1	0		0	0
bbm	39	NA	1	1		1	0
bbms	2	NA	1	1		0	0
be	2	0	0	0	1.85	0	0
beach	55	NA	1	0	4.79	0	0
beachfront	2	NA	1	0	4.46	0	0
beachside	2	NA	1	0	4.04	0	0
beads	2	NA	1	0		0	0
beady	2	NA	1	0	3.46	0	0
beagle	2	NA	1	0	4.81	0	0
beak	18	NA	1	0	4.96	0	0
beaker	1	NA	1	0	4.72	0	0
beale	3	NA	1	1		0	0
beam	9	NA	1	0	3.96	0	0
beamreach	1	NA	1	0		0	0
bean	16	NA	1	0	5.00	0	0
bear	68	NA	1	0	4.88	1	1
beard	4	NA	1	0	4.96	0	0
bearer	2	NA	1	0	3.58	0	0
bearing	14	NA	1	0	2.82	0	0
beast	6	NA	1	1	4.63	0	0
beat	25	0	1	0	3.97	0	0
beatify	1	NA	1	0		0	0
beating	7	NA	1	0	3.76	0	0
beatlemania	1	NA	1	0		0	0
beatles	3	NA	1	1		0	0
beats	5	NA	1	1		0	0
beause	1	NA	1	0		0	0
beausoleil	4	NA	1	1		1	0
beautician	3	NA	1	0	4.69	0	0
beautiful	43	0	1	0	2.16	0	0
beautifully	3	NA	1	0	1.72	0	0
beauty	12	NA	1	0	2.93	0	0
beauveria	1	NA	1	0		0	0
beaver	1	NA	1	0	4.68	0	0
bebba	3	NA	1	1		0	0
bec	1	NA	1	0		0	0
because	1048	0	0	0	1.22	0	0
beckham	1	NA	1	0		0	0
become	603	0	0	0	1.54	0	3
bed	33	0	1	0	5.00	0	1
bedford	1	NA	1	0		0	0
bedfordi	1	NA	1	0		0	0
bedlam	2	NA	1	0		0	0
bedoya	3	NA	1	1		0	0
bedrock	5	NA	1	0	4.46	0	0
bedroom	12	NA	1	0	4.90	0	0
bee	22	NA	1	0	4.88	0	0
beef	20	NA	1	0	4.74	0	0
beekeeper	1	NA	1	0	4.67	0	0
beer	66	0	1	0	4.88	1	0
beeswax	1	NA	1	0	4.88	0	0
beetle	3	NA	1	0	4.83	0	0
befall	1	NA	1	0	1.72	0	0
before	417	0	0	0	1.96	0	0
beforehand	4	NA	0	0	1.97	0	0
befriend	3	NA	1	0	2.36	0	0
begin	248	NA	1	0	2.56	0	2
beginner	3	NA	1	0	2.73	0	0
beginning	66	NA	1	0	2.50	0	1
behalf	4	NA	1	0	1.52	0	0
behave	32	NA	1	0	1.78	0	0
behavior	25	NA	1	0	2.19	0	1
behavioral	5	NA	1	0	1.48	0	0
behaviour	48	NA	1	0		0	0
behavioural	3	NA	1	0		0	0
behind	90	0	0	0	3.48	0	0
beijing	2	NA	1	1		0	0
being	13	NA	0	0	1.93	0	0
belarus	6	NA	1	1		0	0
belated	2	NA	1	0	1.89	0	0
belem	6	NA	1	1		0	0
belfast	1	NA	1	0		0	0
belgian	7	NA	1	1		0	0
belgium	3	NA	1	1		0	0
belgo	3	NA	1	1		0	0
belief	99	NA	1	0	1.19	0	1
believable	2	NA	1	0	1.46	0	0
believe	210	0	1	0	1.55	0	0
believer	1	NA	1	0	2.73	0	0
believing	1	NA	1	0	1.69	0	0
belk	1	NA	1	0		0	0
belkacem	2	NA	1	1		0	0
bell	11	NA	1	0	4.96	0	0
bella	3	NA	1	1		0	0
belladonna	1	NA	1	0		0	0
bellevue	1	NA	1	0		0	0
belly	3	NA	1	0	4.80	0	0
belo	6	NA	1	1		0	0
belong	45	NA	1	0	1.43	0	0
belonging	8	NA	1	0	1.92	0	1
belongings	1	NA	1	0	3.88	0	0
beloved	1	NA	1	0	2.14	0	0
below	76	NA	0	0	3.45	0	0
belt	12	2	1	0	4.90	1	1
ben	4	0	1	1		0	0
bena	1	NA	1	0		0	0
benazir	2	NA	1	1		0	0
